l1_code,l1_name,l2_code,l2_name,l3_code,l3_name,ts_code,name,in_date,out_date,is_new
801120.SI,食品饮料,801126.SI,非白酒,851233.SI,其他酒类,600238.SH,*ST椰岛,20000120,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600240.SH,退市华业(退市),20000628,,Y
801150.SI,医药生物,801151.SI,化学制药,851511.SI,原料药,600253.SH,天方药业(退市),20001227,,Y
801960.SI,石油石化,801963.SI,炼化及贸易,859632.SI,油品石化贸易,600256.SH,广汇能源,20000424,,Y
801010.SI,农林牧渔,801015.SI,渔业,850122.SI,水产养殖,600257.SH,大湖股份,20000612,,Y
801010.SI,农林牧渔,801011.SI,林业Ⅱ,850131.SI,林业Ⅲ,600265.SH,ST景谷,20000825,,Y
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,600269.SH,赣粤高速,20000420,,Y
801170.SI,交通运输,801179.SI,铁路公路,851721.SI,公交,600270.SH,外运发展(退市),20001228,,Y
801200.SI,商贸零售,801202.SI,贸易Ⅱ,852021.SI,贸易Ⅲ,600278.SH,东方创业,20000712,,Y
801170.SI,交通运输,801992.SI,航运港口,851711.SI,港口,600279.SH,重庆港,20000731,,Y
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600280.SH,中央商场,20000926,,Y
801040.SI,钢铁,801044.SI,普钢,850442.SI,板材,600282.SH,南钢股份,20000919,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,600283.SH,钱江水利,20000915,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,600285.SH,羚锐制药,20001018,,Y
801200.SI,商贸零售,801202.SI,贸易Ⅱ,852021.SI,贸易Ⅲ,600287.SH,苏豪时尚,20000901,,Y
801770.SI,通信,801223.SI,通信服务,852213.SI,通信工程及服务,600289.SH,ST信通,20000720,,Y
801730.SI,电力设备,801738.SI,电网设备,857382.SI,配电设备,600290.SH,*ST华仪(退市),20001106,,Y
801790.SI,非银金融,801194.SI,保险Ⅱ,851941.SI,保险Ⅲ,600291.SH,退市西水(退市),20000731,,Y
801120.SI,食品饮料,801127.SI,饮料乳品,851271.SI,软饮料,600300.SH,维维股份,20000629,,Y
801890.SI,机械设备,801074.SI,专用设备,850721.SI,纺织服装设备,600302.SH,标准股份,20001213,,Y
801880.SI,汽车,801096.SI,商用车,850913.SI,商用载客车,600303.SH,曙光股份,20001226,,Y
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600306.SH,退市商城(退市),20001226,,Y
801040.SI,钢铁,801044.SI,普钢,850442.SI,板材,600307.SH,酒钢宏兴,20001220,,Y
801140.SI,轻工制造,801143.SI,造纸,851412.SI,大宗用纸,600308.SH,华泰股份,20000928,,Y
801740.SI,国防军工,801742.SI,航空装备Ⅱ,857421.SI,航空装备Ⅲ,600316.SH,洪都航空,20001214,,Y
801890.SI,机械设备,801074.SI,专用设备,850725.SI,能源及重型设备,600320.SH,振华重工,20001221,,Y
801970.SI,环保,801971.SI,环境治理,859713.SI,固废治理,600323.SH,瀚蓝环境,20001225,,Y
801030.SI,基础化工,801033.SI,化学原料,850323.SI,无机盐,600328.SH,中盐化工,20001222,,Y
801160.SI,公用事业,801163.SI,燃气Ⅱ,851631.SI,燃气Ⅲ,600333.SH,长春燃气,20001211,,Y
801110.SI,家用电器,801111.SI,白色家电,851116.SI,冰洗,600336.SH,澳柯玛,20001229,,Y
801140.SI,轻工制造,801142.SI,家居用品,851437.SI,成品家居,600337.SH,美克家居,20001127,,Y
801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,600338.SH,西藏珠峰,20001227,,Y
801770.SI,通信,801102.SI,通信设备,851027.SI,其他通信设备,600345.SH,长江通信,20001222,,Y
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,600368.SH,五洲交通,20001221,,Y
801130.SI,纺织服饰,801132.SI,服装家纺,851329.SI,非运动服装,600398.SH,海澜之家,20001228,,Y
801040.SI,钢铁,801045.SI,特钢Ⅱ,850412.SI,特钢Ⅲ,600399.SH,抚顺特钢,20001229,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,600422.SH,昆药集团,20001206,,Y
801050.SI,有色金属,801054.SI,小金属,850544.SI,其他小金属,600456.SH,宝钛股份,20000412,,Y
801170.SI,交通运输,801992.SI,航运港口,851711.SI,港口,600018.SH,上港集团,20000719,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,000725.SZ,京东方A,20010112,,Y
801040.SI,钢铁,801044.SI,普钢,850442.SI,板材,600010.SH,包钢股份,20010222,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,600011.SH,华能国际,20011206,,Y
801960.SI,石油石化,801963.SI,炼化及贸易,859631.SI,炼油化工,600028.SH,中国石化,20010808,,Y
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,600033.SH,福建高速,20010209,,Y
801760.SI,传媒,801995.SI,电视广播Ⅱ,859951.SI,电视广播Ⅲ,600037.SH,歌华有线,20010208,,Y
801200.SI,商贸零售,801202.SI,贸易Ⅱ,852021.SI,贸易Ⅲ,600250.SH,南京商旅,20010306,,Y
801150.SI,医药生物,801154.SI,医药商业,851542.SI,医药流通,600272.SH,开开实业,20010228,,Y
801040.SI,钢铁,801043.SI,冶钢原料,850432.SI,冶钢辅料,600295.SH,鄂尔多斯,20010426,,Y
801120.SI,食品饮料,801129.SI,调味发酵品Ⅱ,851242.SI,调味发酵品Ⅲ,600305.SH,恒顺醋业,20010206,,Y
801030.SI,基础化工,801034.SI,化学制品,850372.SI,聚氨酯,600309.SH,万华化学,20010105,,Y
801730.SI,电力设备,801738.SI,电网设备,857381.SI,输变电设备,600312.SH,平高电气,20010221,,Y
801980.SI,美容护理,801982.SI,化妆品,859822.SI,品牌化妆品,600315.SH,上海家化,20010315,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600322.SH,津投城开,20010806,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,600770.SH,综艺股份,19961120,,Y
801770.SI,通信,801102.SI,通信设备,851027.SI,其他通信设备,600776.SH,东方通信,19961126,,Y
801200.SI,商贸零售,801203.SI,一般零售,852033.SI,多业态零售,600778.SH,友好集团,19961203,,Y
801120.SI,食品饮料,801125.SI,白酒Ⅱ,851251.SI,白酒Ⅲ,600779.SH,水井坊,19961206,,Y
801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,600888.SH,新疆众和,19960215,,Y
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600891.SH,退市秋林(退市),19960325,,Y
801180.SI,房地产,801181.SI,房地产开发,851813.SI,产业地产,600895.SH,张江高科,19960422,,Y
801170.SI,交通运输,801991.SI,航空机场,851751.SI,机场,600897.SH,厦门空港,19960531,,Y
801130.SI,纺织服饰,801133.SI,饰品,851331.SI,钟表珠宝,000587.SZ,*ST金洲(退市),19960425,,Y
801880.SI,汽车,801093.SI,汽车零部件,850924.SI,轮胎轮毂,000589.SZ,贵州轮胎,19960308,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,000590.SZ,古汉医药,19960119,,Y
801160.SI,公用事业,801161.SI,电力,851616.SI,光伏发电,000591.SZ,太阳能,19960208,,Y
801170.SI,交通运输,801179.SI,铁路公路,851771.SI,铁路运输,000594.SZ,国恒退(退市),19960320,,Y
801120.SI,食品饮料,801125.SI,白酒Ⅱ,851251.SI,白酒Ⅲ,000596.SZ,古井贡酒,19960927,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,000598.SZ,兴蓉环境,19960529,,Y
801880.SI,汽车,801093.SI,汽车零部件,850924.SI,轮胎轮毂,000599.SZ,青岛双星,19960410,,Y
801050.SI,有色金属,801055.SI,工业金属,850551.SI,铝,000612.SZ,焦作万方,19960926,,Y
801710.SI,建筑材料,801713.SI,装修建材,850614.SI,其他建材,000619.SZ,海螺新材,19960919,,Y
801040.SI,钢铁,801043.SI,冶钢原料,850432.SI,冶钢辅料,000629.SZ,钒钛股份,19961115,,Y
801050.SI,有色金属,801055.SI,工业金属,850552.SI,铜,000630.SZ,铜陵有色,19961120,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000631.SZ,顺发恒能,19961122,,Y
801080.SI,电子,801083.SI,元件,850823.SI,被动元件,000636.SZ,风华高科,19961129,,Y
801960.SI,石油石化,801963.SI,炼化及贸易,859633.SI,其他石化,000637.SZ,茂化实华,19961114,,Y
801110.SI,家用电器,801111.SI,白色家电,851112.SI,空调,000651.SZ,格力电器,19961118,,Y
801040.SI,钢铁,801043.SI,冶钢原料,850431.SI,铁矿石,000655.SZ,金岭矿业,19961128,,Y
801050.SI,有色金属,801054.SI,小金属,850542.SI,钨,000657.SZ,中钨高新,19961205,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,000658.SZ,ST海洋(退市),19961218,,Y
801140.SI,轻工制造,801141.SI,包装印刷,851424.SI,塑料包装,000659.SZ,珠海中富,19961203,,Y
801150.SI,医药生物,801152.SI,生物制品,851524.SI,其他生物制品,000661.SZ,长春高新,19961218,,Y
801790.SI,非银金融,801191.SI,多元金融,851924.SI,信托,000666.SZ,经纬纺机(退市),19961210,,Y
801710.SI,建筑材料,801711.SI,水泥,857111.SI,水泥制造,000401.SZ,金隅冀东,19960614,,Y
801150.SI,医药生物,801152.SI,生物制品,851522.SI,血液制品,000403.SZ,派林生物,19960628,,Y
801890.SI,机械设备,801072.SI,通用设备,850711.SI,机床工具,000410.SZ,沈阳机床,19960718,,Y
801230.SI,综合,801231.SI,综合Ⅱ,852311.SI,综合Ⅲ,000412.SZ,ST五环(退市),19960715,,Y
801030.SI,基础化工,801032.SI,化学纤维,850343.SI,粘胶,000420.SZ,吉林化纤,19960802,,Y
801210.SI,社会服务,801219.SI,酒店餐饮,852121.SI,酒店,000428.SZ,华天酒店,19960808,,Y
801210.SI,社会服务,801993.SI,旅游及景区,852112.SI,自然景区,000430.SZ,ST张家界,19960829,,Y
801010.SI,农林牧渔,801015.SI,渔业,850122.SI,水产养殖,000588.SZ,PT粤金曼(退市),19960123,,Y
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,600723.SH,首商股份(退市),19960716,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600748.SH,上实发展,19960905,,Y
801200.SI,商贸零售,801203.SI,一般零售,852033.SI,多业态零售,600729.SH,重庆百货,19960702,,Y
801730.SI,电力设备,801738.SI,电网设备,857382.SI,配电设备,001235.SZ,里得电科(IPO终止),20220429,,Y
801120.SI,食品饮料,801127.SI,饮料乳品,851243.SI,乳品,600887.SH,伊利股份,19960312,,Y
801120.SI,食品饮料,801127.SI,饮料乳品,851243.SI,乳品,001318.SZ,阳光乳业,20220429,,Y
801750.SI,计算机,801104.SI,软件开发,851041.SI,垂直应用软件,301153.SZ,中科江南,20220429,,Y
801150.SI,医药生物,801156.SI,医疗服务,851563.SI,医疗研发外包,301257.SZ,普蕊斯,20220429,,Y
801110.SI,家用电器,801116.SI,家电零部件Ⅱ,851161.SI,家电零部件Ⅲ,000404.SZ,长虹华意,19960619,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,000605.SZ,渤海股份,19960801,,Y
801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,000688.SZ,国城矿业,19961218,,Y
801140.SI,轻工制造,801142.SI,家居用品,851491.SI,其他家居用品,603272.SH,联翔股份,20220429,,Y
801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计,688213.SH,思特威-W,20220429,,Y
801110.SI,家用电器,801112.SI,黑色家电,851121.SI,彩电,600060.SH,海信视像,19970422,,Y
801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,000758.SZ,中色股份,19970327,,Y
801710.SI,建筑材料,801711.SI,水泥,857111.SI,水泥制造,000789.SZ,万年青,19970923,,Y
801120.SI,食品饮料,801127.SI,饮料乳品,851271.SI,软饮料,000848.SZ,承德露露,19971113,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,688327.SH,云从科技-UW,20220429,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600077.SH,*ST宋都(退市),19970505,,Y
801010.SI,农林牧渔,801015.SI,渔业,850121.SI,海洋捕捞,600097.SH,开创国际,19970619,,Y
801730.SI,电力设备,801738.SI,电网设备,857381.SI,输变电设备,600112.SH,*ST天成(退市),19971127,,Y
801890.SI,机械设备,801078.SI,自动化设备,850781.SI,机器人,301112.SZ,信邦智能,20220602,,Y
801730.SI,电力设备,801738.SI,电网设备,857321.SI,电网自动化设备,000682.SZ,东方电子,19970121,,Y
801030.SI,基础化工,801033.SI,化学原料,850321.SI,纯碱,000707.SZ,双环科技,19970415,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000718.SZ,苏宁环球,19970408,,Y
801030.SI,基础化工,801038.SI,农化制品,850331.SI,氮肥,000731.SZ,四川美丰,19970617,,Y
801040.SI,钢铁,801044.SI,普钢,850443.SI,钢铁管材,000778.SZ,新兴铸管,19970606,,Y
801030.SI,基础化工,801038.SI,农化制品,850336.SI,钾肥,000792.SZ,盐湖股份,19970904,,Y
801960.SI,石油石化,801963.SI,炼化及贸易,859633.SI,其他石化,000819.SZ,岳阳兴长,19970625,,Y
801010.SI,农林牧渔,801016.SI,种植业,850113.SI,其他种植业,600108.SH,亚盛集团,19970818,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,600062.SH,华润双鹤,19970522,,Y
801030.SI,基础化工,801034.SI,化学制品,850135.SI,食品及饲料添加剂,301220.SZ,亚香股份,20220602,,Y
801730.SI,电力设备,801737.SI,电池,857372.SI,电池化学品,301238.SZ,瑞泰新材,20220602,,Y
801740.SI,国防军工,801745.SI,军工电子Ⅱ,857451.SI,军工电子Ⅲ,301302.SZ,华如科技,20220602,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,600098.SH,广州发展,19970718,,Y
801130.SI,纺织服饰,801132.SI,服装家纺,851329.SI,非运动服装,600107.SH,ST尔雅,19971106,,Y
801730.SI,电力设备,801736.SI,风电设备,857361.SI,风电整机,688349.SH,三一重能,20220602,,Y
801170.SI,交通运输,801992.SI,航运港口,851761.SI,航运,600798.SH,宁波海运,19970423,,Y
801880.SI,汽车,801095.SI,乘用车,850952.SI,综合乘用车,000625.SZ,长安汽车,19970610,,Y
801150.SI,医药生物,801153.SI,医疗器械,851532.SI,医疗设备,600055.SH,万东医疗,19970519,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,920378.BJ,泰德股份,20220608,,Y
801730.SI,电力设备,801738.SI,电网设备,857381.SI,输变电设备,600089.SH,特变电工,19970618,,Y
801170.SI,交通运输,801179.SI,铁路公路,851731.SI,高速公路,600106.SH,重庆路桥,19970618,,Y
801210.SI,社会服务,801219.SI,酒店餐饮,852141.SI,餐饮,000721.SZ,西安饮食,19970425,,Y
801150.SI,医药生物,801151.SI,化学制药,851511.SI,原料药,000756.SZ,新华制药,19970806,,Y
801790.SI,非银金融,801193.SI,证券Ⅱ,851931.SI,证券Ⅲ,000783.SZ,长江证券,19970731,,Y
801750.SI,计算机,801101.SI,计算机设备,850703.SI,其他计算机设备,000066.SZ,中国长城,19970626,,Y
801150.SI,医药生物,801154.SI,医药商业,851542.SI,医药流通,000705.SZ,浙江震元,19970410,,Y
801740.SI,国防军工,801742.SI,航空装备Ⅱ,857421.SI,航空装备Ⅲ,000738.SZ,航发控制,19970626,,Y
801710.SI,建筑材料,801713.SI,装修建材,850614.SI,其他建材,000786.SZ,北新建材,19970606,,Y
801170.SI,交通运输,801178.SI,物流,851786.SI,仓储物流,600787.SH,中储股份,19970121,,Y
801140.SI,轻工制造,801143.SI,造纸,851413.SI,特种纸,600793.SH,宜宾纸业,19970220,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,600795.SH,国电电力,19970318,,Y
801750.SI,计算机,801103.SI,IT服务Ⅱ,852226.SI,IT服务Ⅲ,600797.SH,浙大网新,19970325,,Y
801200.SI,商贸零售,801202.SI,贸易Ⅱ,852021.SI,贸易Ⅲ,600058.SH,五矿发展,19970528,,Y
801030.SI,基础化工,801032.SI,化学纤维,850344.SI,其他化学纤维,600063.SH,皖维高新,19970528,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,600064.SH,南京高科,19970506,,Y
801880.SI,汽车,801096.SI,商用车,850913.SI,商用载客车,600066.SH,宇通客车,19970508,,Y
801720.SI,建筑装饰,801723.SI,基础建设,857236.SI,基建市政工程,600068.SH,葛洲坝(退市),19970526,,Y
801150.SI,医药生物,801151.SI,化学制药,851512.SI,化学制剂,600079.SH,ST人福,19970606,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,600080.SH,金花股份,19970612,,Y
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,600081.SH,东风科技,19970703,,Y
801170.SI,交通运输,801992.SI,航运港口,851761.SI,航运,600087.SH,退市长油(退市),19970612,,Y
801030.SI,基础化工,801033.SI,化学原料,850322.SI,氯碱,600091.SH,退市明科(退市),19970704,,Y
801790.SI,非银金融,801191.SI,多元金融,851928.SI,其他多元金融,600093.SH,退市易见(退市),19970626,,Y
801750.SI,计算机,801101.SI,计算机设备,850703.SI,其他计算机设备,600100.SH,同方股份,19970627,,Y
801140.SI,轻工制造,801143.SI,造纸,851413.SI,特种纸,600103.SH,青山纸业,19970703,,Y
801880.SI,汽车,801095.SI,乘用车,850952.SI,综合乘用车,600104.SH,上汽集团,19971125,,Y
801770.SI,通信,801102.SI,通信设备,851025.SI,通信线缆及配套,600105.SH,永鼎股份,19970929,,Y
801790.SI,非银金融,801193.SI,证券Ⅱ,851931.SI,证券Ⅲ,600109.SH,国金证券,19970807,,Y
801040.SI,钢铁,801045.SI,特钢Ⅱ,850412.SI,特钢Ⅲ,600117.SH,西宁特钢,19971015,,Y
801150.SI,医药生物,801155.SI,中药Ⅱ,851521.SI,中药Ⅲ,600129.SH,太极集团,19971118,,Y
801120.SI,食品饮料,801126.SI,非白酒,851232.SI,啤酒,600132.SH,重庆啤酒,19971030,,Y
801760.SI,传媒,801766.SI,影视院线,857661.SI,影视动漫制作,000673.SZ,当代退(退市),19970124,,Y
801880.SI,汽车,801093.SI,汽车零部件,850923.SI,底盘与发动机系统,000678.SZ,襄阳轴承,19970106,,Y
801890.SI,机械设备,801077.SI,工程机械,850771.SI,工程机械整机,000680.SZ,山推股份,19970122,,Y
801970.SI,环保,801971.SI,环境治理,859712.SI,水务及水治理,000685.SZ,中山公用,19970123,,Y
801790.SI,非银金融,801193.SI,证券Ⅱ,851931.SI,证券Ⅲ,000686.SZ,东北证券,19970227,,Y
801160.SI,公用事业,801161.SI,电力,851614.SI,热力服务,000692.SZ,惠天热电,19970227,,Y
801880.SI,汽车,801093.SI,汽车零部件,850922.SI,车身附件及饰件,000700.SZ,模塑科技,19970228,,Y
801010.SI,农林牧渔,801014.SI,饲料,850142.SI,畜禽饲料,000702.SZ,正虹科技,19970318,,Y
801040.SI,钢铁,801045.SI,特钢Ⅱ,850412.SI,特钢Ⅲ,000708.SZ,中信特钢,19970321,,Y
801040.SI,钢铁,801044.SI,普钢,850442.SI,板材,000709.SZ,河钢股份,19970416,,Y
801010.SI,农林牧渔,801016.SI,种植业,850111.SI,种子,000713.SZ,国投丰乐,19970422,,Y
801200.SI,商贸零售,801203.SI,一般零售,852031.SI,百货,000715.SZ,中兴商业,19970508,,Y
801950.SI,煤炭,801952.SI,焦炭Ⅱ,859521.SI,焦炭Ⅲ,000723.SZ,美锦能源,19970515,,Y
801080.SI,电子,801084.SI,光学光电子,850831.SI,面板,000727.SZ,冠捷科技,19970520,,Y
801120.SI,食品饮料,801126.SI,非白酒,851232.SI,啤酒,000729.SZ,燕京啤酒,19970716,,Y
801010.SI,农林牧渔,801017.SI,养殖业,850172.SI,生猪养殖,000735.SZ,罗牛山,19970611,,Y
801150.SI,医药生物,801151.SI,化学制药,851511.SI,原料药,000739.SZ,普洛药业,19970422,,Y
801050.SI,有色金属,801055.SI,工业金属,850553.SI,铅锌,000751.SZ,锌业股份,19970626,,Y
801880.SI,汽车,801092.SI,汽车服务,850233.SI,汽车综合服务,000757.SZ,浩物股份,19970627,,Y
801200.SI,商贸零售,801203.SI,一般零售,852032.SI,超市,000759.SZ,中百集团,19970519,,Y
801050.SI,有色金属,801056.SI,能源金属,850543.SI,锂,000762.SZ,西藏矿业,19970708,,Y
801160.SI,公用事业,801161.SI,电力,851611.SI,火力发电,000767.SZ,晋控电力,19970609,,Y
801740.SI,国防军工,801742.SI,航空装备Ⅱ,857421.SI,航空装备Ⅲ,000768.SZ,中航西飞,19970626,,Y
801890.SI,机械设备,801072.SI,通用设备,850751.SI,金属制品,000777.SZ,中核科技,19970710,,Y
801720.SI,建筑装饰,801726.SI,工程咨询服务Ⅱ,857261.SI,工程咨询服务Ⅲ,000779.SZ,甘咨询,19970528,,Y
801950.SI,煤炭,801951.SI,煤炭开采,859511.SI,动力煤,000780.SZ,ST平能(退市),19970606,,Y
801180.SI,房地产,801181.SI,房地产开发,851811.SI,住宅开发,000797.SZ,中国武夷,19970715,,Y
801120.SI,食品饮料,801125.SI,白酒Ⅱ,851251.SI,白酒Ⅲ,000799.SZ,酒鬼酒,19970718,,Y
